lon,lat
23.614411,120.596084
23.014706,120.595856
23.614009,120.595493
23.614810,120.593933
23.617709,120.592937
23.617139,120.592641
23.616678,120.592579
23.616401,120.592559
23.614712,120.592670
23.614100,120.593743
23.613491,120.594255
23.613294,120.594073
23.613483,120.593754
23.613533,120.593459
23.613626,120.593410
23.612474,120.594662
23.612257,120.594775
23.612166,120.594427
23.612369,120.594400
23.610955,120.596274
23.611607,120.597210
23.611409,120.596921
23.611176,120.596203
23.650502,120.552725
23.635976,120.574387
23.635715,120.574259
23.635605,120.573994
23.635531,120.574233
23.634876,120.573815
23.634156,120.573874
23.636554,120.571642
23.636552,120.573958
23.636176,120.571950
23.634650,120.572618
23.633917,120.572946
23.633936,120.573306
23.634632,120.574184
23.635143,120.574087
23.636457,120.574328
23.636569,120.573402
23.636653,120.572973
23.636905,120.572318
23.636980,120.571947
23.638788,120.570102
23.634786,120.574170
23.633849,120.574053
23.634299,120.573547
23.634549,120.573346
23.634818,120.573223
23.635150,120.572943
23.635413,120.572799
23.635679,120.572460
23.636042,120.572255
23.637309,120.571029
23.637693,120.571034
23.638175,120.570833
23.638587,120.570496
23.639127,120.569776
23.639414,120.569522
23.639654,120.568996
23.639846,120.568571
23.639995,120.568267
23.636483,120.570264
23.636871,120.570372
23.637778,120.570361
23.640283,120.567979
23.640097,120.507796
23.640377,120.567541
23.640675,120.567316
23.641201,120.566701
23.641325,120.566640
23.641325,120.566640
23.641618,120.566392
23.657970,120.551761
23.657801,120.552088
23.657556,120.552236
23.657613,120.552704
23.657366,120.553312
23.657212,120.553721
23.657128,120.553985
23.657016,120.554503
23.656810,120.554954
23.656771,120.555562
23.656424,120.556022
23.656391,120.556359
23.656086,120.556771
23.656059,120.557128
23.655931,120.557573
23.655697,120.558053
23.655563,120.558459
23.655490,120.558823
23.655333,120.559269
23.626622,120.557104
23.626500,120.556932
23.624912,120.554027
23.625984,120.556136
23.626483,120.556878
23.625724,120.555850
23.625706,120.555868
23.625662,120.555751
23.625406,120.555455
23.625223,120.555256
23.625217,120.555103
23.618658,120.645535
23.618346,120.645344
23.618228,120.645130
23.619912,120.644588
23.619886,120.644464
23.616509,120.642589
23.617698,120.642532
23.605468,120.639309
23.605190,120.639590
23.599765,120.631589
23.612833,120.605330
23.611822,120.593540
23.600300,120.622225
23.620648,120.638937
23.623101,120.640276
23.623451,120.640374
23.623793,120.640528
23.624226,120.640839
23.624613,120.641319
23.624690,120.640989
23.624840,120.641972
23.621277,120.638887
23.619708,120.638806
23.618067,120.640790
23.617170,120.644037
23.576338,120.708145
23.587983,120.694292
23.590287,120.692090
23.608160,120.677381
23.608172,120.677049
23.605908,120.680518
23.600014,120.594835
23.599990,120.595012
23.600889,120.595932
23.603467,120.590315
23.611627,120.598415
23.610512,120.537832
23.605851,120.543722
23.603543,120.545596
23.603746,120.545854
23.603322,120.545873
23.603596,120.546211
23.603695,120.545557
23.597503,120.549484
23.597167,120.549381
23.596737,120.549455
23.594453,120.549697
23.594590,120.550069
23.602565,120.545742
23.607842,120.543204
23.602084,120.544186
23.602262,120.543585
23.602235,120.543292
23.602309,120.543810
23.665689,120.578118
23.665884,120.578430
23.665922,120.578375
23.655650,120.597769
23.630894,120.613135
23.630779,120.612822
23.630732,120.612762
23.631531,120.612854
23.631272,120.612904
23.602859,120.544296
23.602367,120.544366
23.602613,120.546057
23.602447,120.546146
23.602585,120.546235
23.602594,120.545975
23.602623,120.546071
23.601962,120.546188
23.602024,120.545601
23.602853,120.544359
23.603251,120.544909
23.602979,120.544572
23.602611,120.544514
23.602989,120.545601
23.595431,120.544243
23.596033,120.537800
23.596264,120.537596
23.595789,120.538341
23.595260,120.543222
23.595266,120.543418
23.595379,120.544616
23.595574,120.547805
23.595759,120.548283
23.595636,120.548410
23.595632,120.549006
23.595822,120.649611
23.586635,120.554540
23.595789,120.549017
23.595666,120.548579
23.595678,120.547988
23.595664,120.547609
23.595536,120.546556
23.595460,120.546273
23.595519,120.545987
23.595433,120.545623
23.595341,120.545303
23.594938,120.543662
23.594525,120.543911
23.594409,120.544194
23.594310,120.544735
23.594255,120.545112
23.635426,120.609655
23.635310,120.609385
23.635814,120.609921
23.633745,120.612157
23.632375,120.612966
23.632134,120.612704
23.632456,120.613186
23.630634,120.613387
23.631749,120.612552
23.630809,120.613654
23.630507,120.614559
23.629770,120.614165
23.629890,120.613853
23.629906,120.613189
23.629875,120.613440
23.629936,120.613529
23.629227,120.613341
23.628518,120.613372
23.627171,120.614535
23.627343,120.614832
23.630193,120.614104
23.631002,120.623009
23.634470,120.622471
23.634741,120.622531
23.640907,120.619988
23.641299,120.619906
23.641162,120.619980
23.640510,120.619863
23.639913,120.619500
23.640478,120.621139
23.640460,120.621325
23.640678,120.621302
23.641616,120.621068
23.641331,120.621081
23.641849,120.620720
23.641700,120.620810
23.641469,120.620963
23.641020,120.621204
23.640763,120.621031
23.640840,120.620678
23.640818,120.620301
23.641639,120.618100
23.641949,120.617961
23.648702,120.612735
23.648913,120.612687
23.648566,120.613067
23.648900,120.615833
23.649050,120.615660
23.648839,120.615385
23.648435,120.615414
23.646696,120.615470
23.646549,120.615299
23.648864,120.612827
23.648469,120.613755
23.648439,120.613535
23.635580,120.610238
23.649081,120.612576
23.648344,120.612514
23.647969,120.612274
23.647582,120.612507
23.649310,120.611710
23.649264,120.611577
23.651954,120.612871
23.652339,120.612738
23.652741,120.612680
23.651497,120.613034
23.651288,120.614654
23.651005,120.614441
23.651687,120.614738
23.651878,120.614784
23.651853,120.614503
23.651184,120.614086
23.651020,120.613928
23.651009,120.613639
23.651029,120.613231
23.651836,120.613219
23.652235,120.606691
23.656091,120.600804
23.655999,120.598790
23.656082,120.598522
23.656437,120.598643
23.656237,120.591973
23.656549,120.591704
23.656723,120.591896
23.660049,120.549351
23.659983,120.549223
23.658581,120.550458
23.658712,120.551194
23.658915,120.551384
23.658495,120.551204
23.658293,120.551308
23.659124,120.551005
23.659405,120.550874
23.659359,120.550394
23.659501,120.550460
23.659904,120.550167
23.660068,120.549705
23.659729,120.549238
23.659647,120.549103
23.659542,120.549141
23.658663,120.549186
23.657961,120.549125
23.658015,120.549447
23.658247,120.549214
23.656509,120.592287
23.657858,120.590526
23.658740,120.590410
23.659070,120.590998
23.659196,120.591106
23.658314,120.590363
23.658363,120.590176
23.659990,120.589331
23.660967,120.590540
23.660972,120.591018
23.660894,120.591150
23.661250,120.591736
23.661650,120.592229
23.661635,120.592555
23.661599,120.591944
23.661753,120.590891
23.661438,120.591009
23.667077,120.584695
23.667240,120.583778
23.667480,120.583537
23.667745,120.583026
23.667337,120.582718
23.666939,120.584812
23.667169,120.584778
23.666732,120.585643
23.666514,120.586082
23.666436,120.586571
23.666502,120.587046
23.666787,120.587588
23.660938,120.590061
23.660819,120.589671
23.672203,120.576802
23.680711,120.590793
23.665442,120.585128
23.667980,120.582832
23.668081,120.582643
23.668208,120.582260
23.668342,120.581952
23.655166,120.581990
23.669216,120.578784
23.667734,120.578695
23.654478,120.584119
23.654327,120.584697
23.654243,120.585078
23.653775,120.587020
23.654458,120.584306
23.654785,120.583194
23.655286,120.582099
23.655275,120.582409
23.655312,120.582448
23.657577,120.549134
23.657876,120.549174
23.658420,120.549561
23.658829,120.549523
23.658776,120.549530
23.658592,120.549999
23.658466,120.550170
23.658698,120.550275
23.655783,120.550733
23.656128,120.550765
23.657492,120.550764
23.657738,120.550831
23.657606,120.551012
23.658057,120.550702
23.653289,120.607071
23.655417,120.605202
23.655640,120.605535
23.656105,120.605407
23.656236,120.605827
23.656279,120.606322
23.667713,120.583069
23.665652,120.584708
23.666864,120.582597
23.666599,120.582270
23.658885,120.573207
23.656529,120.577059
23.656389,120.578039
23.655421,120.581594
23.655645,120.581234
23.655777,120.580901
23.656315,120.580751
23.656389,120.580393
23.660350,120.571512
23.656325,120.579155
23.657683,120.550735
23.657172,120.550575
23.656970,120.550532
23.656739,120.550571
23.656432,120.550656
23.657938,120.551312
23.657371,120.551716
23.657555,120.551125
23.657303,120.550964
23.657213,120.551262
23.655463,120.550736
23.659401,120.549772
23.666441,120.545101
23.666394,120.545437
23.666484,120.545735
23.666830,120.545720
23.666521,120.546939
23.666600,120.547575
23.666691,120.548442
23.599564,120.533922
23.598735,120.534750
23.600289,120.533608
23.600333,120.533600
23.600351,120.532733
23.600602,120.533142
23.600955,120.532881
23.601089,120.531470
23.600790,120.531962
23.600939,120.532126
23.601158,120.532317
23.600847,120.532370
23.600025,120.533193
23.599119,120.533760
23.599248,120.534007
23.618064,120.532281
23.617726,120.532337
23.619590,120.532540
23.618409,120.533212
23.618555,120.533523
23.618542,120.533864
23.667547,120.541441
23.667898,120.541893
23.667321,120.542151
23.667130,120.542502
23.667117,120.542940
23.666893,120.543258
23.666669,120.543973
23.666485,120.544275
23.666385,120.544699
23.666685,120.545734
23.666602,120.549374
23.666463,120.550002
23.666260,120.550357
23.666134,120.550885
23.666049,120.551823
23.665960,120.552308
23.665152,120.558077
23.664764,120.558017
23.665805,120.552781
23.665781,120.553225
23.665751,120.553598
23.665708,120.553958
23.665580,120.554391
23.665577,120.554894
23.665496,120.555324
23.665390,120.555757
23.665374,120.556208
23.665285,120.556666
23.665345,120.557093
23.665158,120.557438
23.665035,120.557686
23.613233,120.643402
23.618212,120.642865
23.624972,120.642355
23.613112,120.642680
23.612578,120.641580
23.604141,120.639175
23.606319,120.630393
23.617380,120.540953
23.617518,120.541091
23.617046,120.541146
23.617499,120.541477
23.617621,120.541809
23.617283,120.540363
23.618105,120.537361
23.618350,120.534079
23.618469,120.534438
23.618270,120.536468
23.618198,120.536982
23.617972,120.538153
23.616920,120.538982
23.616896,120.539387
23.616669,120.539970
23.616930,120.540933
23.616938,120.540810
23.616644,120.541006
23.617637,120.539243
23.617914,120.539591
23.617946,120.539314
23.617884,120.539039
23.617617,120.538079
23.617294,120.537826
23.617505,120.537867
23.617564,120.537913
23.617967,120.538255
23.618070,120.539700
23.618365,120.538954
23.618352,120.538629
23.618578,120.538646
23.618471,120.538377
23.618399,120.537977
23.617957,120.540179
23.618286,120.537850
23.621706,120.532257
23.630749,120.531894
23.631174,120.531517
23.631123,120.531650
23.626298,120.532955
23.618258,120.539324
23.619556,120.537479
23.619825,120.537170
23.620283,120.534600
23.620337,120.534279
23.620439,120.533178
23.620413,120.533497
23.617885,120.538457
23.617998,120.538417
23.618265,120.538502
23.617411,120.538851
23.611690,120.595325
23.611134,120.596647
23.613718,120.595020
23.599889,120.533962
23.637526,120.570490
23.636876,120.571065
23.658579,120.593595
23.658561,120.593600
23.658608,120.593065
23.661387,120.593266
23.660853,120.593517
23.661135,120.593492
23.661722,120.593088
23.693983,120.590661
23.694292,120.590916
23.694539,120.591127
23.693618,120.589917
23.693600,120.589947
23.692757,120.589287
23.692595,120.588980
23.692251,120.587906
23.691993,120.587977
23.691836,120.587652
23.691189,120.586821
23.691151,120.586341
23.692085,120.585251
23.690860,120.585197
23.690677,120.584654
23.690545,120.588464
23.690422,120.588771
23.691402,120.586746
23.690279,120.589794
23.690331,120.589848
23.602660,120.543583
23.690647,120.587850
23.690837,120.587669
23.691095,120.587303
23.680288,120.572373
23.680534,120.572479
23.679731,120.572657
23.679456,120.572903
23.679196,120.572971
23.655015,120.559688
23.625214,120.555161
23.624369,120.554068
23.616766,120.540306
23.616881,120.540245
23.627642,120.548702
23.627940,120.548097
23.628442,120.547942
23.628241,120.548014
23.628539,120.547281
23.628801,120.546596
23.629041,120.546241
23.629149,120.545907
23.629419,120.545542
23.625555,120.542391
23.629738,120.544782
23.629865,120.544519
23.630051,120.544194
23.630239,120.543894
23.630412,120.543537
23.630514,120.543160
23.630710,120.542724
23.630907,120.542467
23.631538,120.541388
23.631712,120.541182
23.631799,120.540884
23.631997,120.540547
23.632184,120.540211
23.632441,120.539843
23.627878,120.548307
23.624246,120.550036
23.603289,120.532633
23.603578,120.532375
23.604110,120.531643
23.604107,120.529927
23.604027,120.529920
23.603907,120.530084
23.603766,120.531176
23.603719,120.531525
23.601911,120.532216
23.602261,120.532141
23.604832,120.530603
