lon,lat
23.604611,120.607295
23.604721,120.607458
23.604813,120.607570
23.604979,120.607627
23.605302,120.607934
23.605058,120.608615
23.605257,120.608615
23.604969,120.608689
23.604249,120.609290
23.603917,120.609357
23.603555,120.609469
23.603485,120.609883
23.603770,120.610090
23.603678,120.610041
23.604126,120.610125
23.604252,120.610087
23.604585,120.610017
23.604272,120.609596
23.604363,120.609943
23.604663,120.609956
23.605062,120.610132
23.605058,120.610148
23.605338,120.610151
23.605028,120.610414
23.604713,120.610249
23.605461,120.609933
23.605271,120.609813
23.605195,120.609707
23.605273,120.609583
23.604972,120.609764
23.604883,120.609552
23.605726,120.609268
23.605261,120.609405
23.605621,120.608593
23.605526,120.608800
23.605582,120.608425
23.605435,120.608160
23.605155,120.607507
23.604932,120.607354
23.605479,120.607660
23.605607,120.607499
23.605582,120.607302
23.605338,120.607242
23.606133,120.607994
23.606356,120.608578
23.605984,120.608603
23.606215,120.609007
23.606233,120.609243
23.606330,120.609431
23.606572,120.609423
23.606026,120.609672
23.605915,120.609860
23.605658,120.610119
23.605327,120.610451
23.605166,120.610644
23.605027,120.610983
23.604950,120.611228
23.604095,120.613551
23.604406,120.613376
23.604933,120.613337
23.604854,120.613568
23.604634,120.614041
23.604728,120.614253
23.604384,120.614042
23.604296,120.614219
23.604244,120.614483
23.604335,120.614759
23.604141,120.615086
23.598871,120.614133
23.598612,120.614032
23.598995,120.613982
23.599114,120.613772
23.598878,120.613924
23.598877,120.613630
23.598967,120.613238
23.598703,120.614450
23.598513,120.614836
23.597706,120.612497
23.597549,120.612294
23.603815,120.589694
23.604050,120.590115
23.603987,120.590285
23.603775,120.590480
23.603276,120.590193
23.603109,120.590565
23.603288,120.590683
23.603449,120.590805
23.602888,120.590860
23.602619,120.590574
23.602700,120.590671
23.602661,120.591249
23.602528,120.591622
23.602912,120.591812
23.602471,120.591957
23.602156,120.591958
23.601858,120.592147
23.601948,120.591856
23.602241,120.592232
23.610355,120.609640
23.603155,120.593046
23.603672,120.593024
23.603926,120.593222
23.604058,120.593313
23.601990,120.593146
23.601734,120.593000
23.601901,120.593454
23.601708,120.594012
23.601585,120.594304
23.601341,120.594450
23.601187,120.594569
23.601189,120.594209
23.602047,120.594738
23.602263,120.594543
23.602279,120.594278
23.602573,120.594470
23.602870,120.594513
23.603077,120.594438
23.603416,120.594201
23.603406,120.594043
23.601935,120.595249
23.602084,120.595351
23.600999,120.595791
23.600905,120.596524
23.601167,120.596761
23.599798,120.596393
23.600159,120.597471
23.600356,120.597605
23.600595,120.597791
23.599422,120.599330
23.599733,120.599283
23.599173,120.600319
23.597175,120.601551
23.596889,120.602176
23.598808,120.605344
23.598725,120.605588
23.598634,120.605675
23.598260,120.605972
23.598044,120.606161
23.597872,120.606377
23.597436,120.607236
23.605870,120.608224
23.597205,120.607636
23.597589,120.606789
23.597748,120.612202
23.597609,120.612066
23.597517,120.611865
23.597174,120.611692
23.596988,120.611616
23.596615,120.611775
23.597483,120.611962
23.600706,120.594879
23.600128,120.594735
23.599027,120.593674
23.599121,120.593384
23.604203,120.576995
23.605069,120.576715
23.605434,120.577027
23.605291,120.576842
23.605136,120.575903
23.605233,120.576169
23.605212,120.576443
23.605159,120.576239
23.605423,120.574909
23.605194,120.608206
23.612091,120.592191
23.612001,120.592513
23.611796,120.592559
23.611674,120.593047
23.610302,120.598308
23.609882,120.598350
23.609764,120.598371
23.609511,120.598632
23.609243,120.598378
23.609043,120.598140
23.608915,120.597980
23.608508,120.598094
23.608238,120.598056
23.608145,120.598255
23.612597,120.605329
23.612682,120.607291
23.612705,120.607564
23.612780,120.607978
23.611271,120.609228
23.611066,120.609382
23.611758,120.608674
23.610694,120.609382
23.606078,120.608547
23.605870,120.608224
23.605867,120.609273
23.605447,120.609297
23.605329,120.609059
23.603468,120.593231
23.602557,120.591968
23.604059,120.590608
23.600210,120.596694
23.598728,120.596878
23.599006,120.599873
23.599511,120.603877
23.599726,120.603942
23.597146,120.607739
23.607809,120.576542
23.611533,120.609159
23.605391,120.607747
23.603359,120.609749
23.599066,120.593434
23.602019,120.595232
23.602744,120.590725
23.613095,120.582293
23.613486,120.586565
23.612481,120.582818
23.612074,120.606739
23.613209,120.601041
23.597567,120.612232
23.604801,120.614249
23.597767,120.606571
23.605835,120.608674
23.605447,120.607973
23.612127,120.608558
23.605950,120.607434
23.607302,120.576304
23.605442,120.577416
23.604490,120.576788
23.598212,120.629985
23.597728,120.629967
23.597354,120.629787
23.597252,120.629542
23.602161,120.634444
23.604223,120.632105
23.604472,120.632559
23.607970,120.631354
23.607863,120.631105
23.607729,120.631267
23.607779,120.631635
23.608170,120.631864
23.608475,120.631944
23.608732,120.632090
23.608510,120.632449
23.611002,120.633454
23.611002,120.633454
23.610928,120.633380
23.610763,120.633258
23.612585,120.632458
23.613015,120.632915
23.612977,120.633280
23.612873,120.634375
23.612329,120.634203
23.612305,120.634508
23.612241,120.634939
23.611986,120.635141
23.607589,120.630836
23.607279,120.630687
23.606065,120.630330
23.606008,120.630272
23.605957,120.630009
23.606104,120.630685
23.606104,120.630685
23.606180,120.630940
23.606640,120.631864
23.606566,120.632257
23.606551,120.632665
23.606338,120.633015
23.606261,120.633488
23.606594,120.633836
23.606847,120.634933
23.606983,120.635198
23.607068,120.635542
23.607160,120.636173
23.606743,120.636575
23.606365,120.636301
23.606114,120.636203
23.606598,120.636768
23.606262,120.636625
23.605900,120.636711
23.605567,120.636779
23.605042,120.636758
23.604531,120.637237
23.604456,120.637729
23.604389,120.638125
23.604069,120.638321
23.603843,120.638701
23.603683,120.639080
23.603546,120.639485
23.603300,120.639875
23.603309,120.640280
23.603642,120.639971
23.603895,120.639638
23.605362,120.638691
23.605955,120.639059
23.605496,120.639005
23.606528,120.639374
23.607197,120.639074
23.607401,120.639426
23.607290,120.639629
23.607300,120.639936
23.607074,120.640018
23.606797,120.640355
23.606737,120.640377
23.607696,120.639397
23.607928,120.639736
23.608516,120.640090
23.608830,120.640229
23.609272,120.640085
23.609590,120.639630
23.609804,120.638996
23.609788,120.638842
23.609543,120.638398
23.609983,120.639454
23.610019,120.639925
23.609961,120.640232
23.609919,120.640552
23.609940,120.641079
23.610143,120.641544
23.610209,120.642008
23.610294,120.642436
23.610455,120.642867
23.610691,120.643278
23.610900,120.643659
23.611059,120.644044
23.611325,120.644448
23.611504,120.644855
23.611740,120.645220
23.611664,120.645571
23.611062,120.645107
23.610814,120.644771
23.610540,120.644387
23.610297,120.643993
23.610053,120.643587
23.609843,120.643280
23.609533,120.642836
23.609292,120.642418
23.608951,120.642158
23.608217,120.641853
23.608395,120.641645
23.608261,120.641713
23.608002,120.641797
23.607619,120.642480
23.607365,120.642677
23.607209,120.642889
23.607054,120.643055
23.606869,120.643307
23.606790,120.643856
23.607037,120.643913
23.607250,120.643964
23.607462,120.643946
23.607808,120.644010
23.608090,120.643865
23.607949,120.643514
23.608047,120.643348
23.608315,120.643153
23.607956,120.642694
23.608341,120.643528
23.608548,120.643278
23.608246,120.643956
23.608280,120.644051
23.607214,120.644386
23.607162,120.644987
23.607588,120.644823
23.607888,120.644871
23.608272,120.644995
23.608272,120.644995
23.608258,120.644857
23.608258,120.644857
23.607385,120.644876
23.610245,120.638414
23.610460,120.639034
23.610499,120.639241
23.610499,120.639241
23.611377,120.640296
23.611625,120.640729
23.611951,120.641112
23.612239,120.641461
23.612551,120.641901
23.612685,120.642401
23.612918,120.642743
23.613544,120.644065
23.613728,120.644339
23.614301,120.644961
23.614777,120.645172
23.615206,120.645403
23.615545,120.645644
23.616308,120.644814
23.616364,120.644617
23.616924,120.644080
23.617056,120.643726
23.617116,120.643367
23.617261,120.642859
23.616671,120.642478
23.616548,120.642662
23.616319,120.643063
23.617605,120.643709
23.617973,120.642951
23.618637,120.642656
23.618881,120.642959
23.618998,120.643242
23.618984,120.643405
23.619169,120.643465
23.619141,120.643791
23.618639,120.644340
23.618246,120.644241
23.618930,120.644487
23.618728,120.644655
23.619112,120.644405
23.619370,120.644438
23.619643,120.644434
23.619624,120.644238
23.618896,120.645084
23.618464,120.645624
23.618786,120.645450
23.619121,120.645331
23.619467,120.645604
23.619446,120.645632
23.619098,120.645656
23.618472,120.646127
23.618127,120.646291
23.617943,120.646697
23.617863,120.646941
23.617963,120.647185
23.617915,120.647414
23.618199,120.645069
23.618530,120.642293
23.618215,120.641367
23.618502,120.640379
23.618694,120.639651
23.619106,120.639572
23.619290,120.639238
23.619333,120.639018
23.619098,120.639131
23.618960,120.639351
23.620397,120.639155
23.621409,120.639156
23.622635,120.639920
23.622840,120.640387
23.622560,120.640342
23.624672,120.640878
23.624771,120.641272
23.624954,120.641693
23.624906,120.641579
23.627419,120.643054
23.627136,120.642834
23.626947,120.642357
23.627360,120.642604
23.627082,120.642480
23.622087,120.639578
23.621345,120.638882
23.621269,120.638618
23.620954,120.638752
23.620900,120.638848
23.620490,120.638889
23.620582,120.638854
23.620259,120.638743
23.610424,120.638793
23.608437,120.642279
23.608478,120.642507
23.608701,120.642608
23.608529,120.644362
23.608482,120.644550
23.607481,120.642016
23.607185,120.642068
23.607030,120.642125
23.610178,120.638029
23.610225,120.637833
23.624338,120.640696
23.624190,120.640504
23.624009,120.640140
23.623738,120.639883
23.623621,120.639778
23.622687,120.639770
23.622504,120.639646
23.607057,120.639471
23.604707,120.639607
23.604595,120.639804
23.604366,120.640086
23.604177,120.640089
23.611987,120.631897
23.611532,120.630930
23.612060,120.632076
23.611820,120.635317
23.611409,120.635800
23.611521,120.635684
23.601286,120.626121
23.601761,120.625911
23.617700,120.646627
23.618738,120.645767
23.618369,120.645887
23.617770,120.645589
23.622749,120.640498
23.618950,120.639076
23.610948,120.639834
23.620293,120.639207
23.602585,120.626474
23.601268,120.625979
23.610555,120.638930
23.619207,120.644134
23.608576,120.642704
23.607835,120.644973
23.607544,120.645121
23.608597,120.644516
23.606739,120.643528
23.608396,120.642241
23.605160,120.643468
23.607761,120.643468
23.608088,120.643668
23.607543,120.642221
23.607850,120.642515
23.607841,120.642720
23.609120,120.644459
23.610690,120.638568
23.610651,120.638730
23.607012,120.640393
23.606224,120.639310
23.605831,120.639092
23.600176,120.645736
23.607210,120.643437
23.610206,120.642105
23.617064,120.642528
23.616930,120.643250
23.613091,120.633065
23.606916,120.630641
23.612374,120.634080
23.597632,120.643434
23.615929,120.645231
23.606711,120.634325
23.616156,120.644878
23.610412,120.638962
23.605652,120.678861
23.605527,120.679452
23.605314,120.679912
23.605397,120.680670
23.605315,120.680278
23.605478,120.680281
23.605617,120.680500
23.605606,120.680885
23.605607,120.681613
23.605833,120.681793
23.606591,120.686412
23.606526,120.686526
23.605515,120.687713
23.606167,120.687701
23.590563,120.691867
23.590457,120.691325
23.588368,120.692810
23.588593,120.692452
23.588803,120.692256
23.589264,120.691850
23.589567,120.691499
23.589578,120.691068
23.589590,120.690806
23.589127,120.691809
23.589410,120.691399
23.589363,120.691311
23.588065,120.692617
23.585190,120.692603
23.585058,120.692694
23.585167,120.692853
23.585330,120.692991
23.587548,120.693822
23.587596,120.693700
23.587276,120.693968
23.587387,120.693615
23.584732,120.696999
23.584916,120.694528
23.584146,120.693198
23.584315,120.692927
23.583875,120.694040
23.583669,120.694151
23.583527,120.694093
23.586444,120.690171
23.586535,120.690315
23.586764,120.690232
23.586227,120.689151
23.586468,120.689120
23.586722,120.689299
23.586813,120.689454
23.583344,120.689960
23.583072,120.689991
23.583033,120.689728
23.583037,120.689692
23.582901,120.689650
23.579281,120.690646
23.580153,120.687275
23.582118,120.695277
23.581873,120.695328
23.581642,120.695426
23.581436,120.695678
23.581791,120.695722
23.582192,120.695694
23.581788,120.695909
23.581653,120.696166
23.581495,120.696484
23.579990,120.697791
23.579739,120.698003
23.579404,120.698310
23.579207,120.698638
23.578989,120.698394
23.580142,120.696982
23.582768,120.694390
23.582928,120.694133
23.583284,120.694478
23.582544,120.693707
23.590697,120.700258
23.590358,120.700303
23.590018,120.700124
23.589591,120.699926
23.588994,120.699424
23.588682,120.699157
23.588411,120.699143
23.588102,120.699190
23.587835,120.698924
23.589234,120.699877
23.589373,120.700758
23.577996,120.703183
23.577990,120.702904
23.594650,120.700929
23.595521,120.701340
23.595866,120.701021
23.596226,120.701043
23.596703,120.700595
23.596572,120.700383
23.594286,120.701005
23.600938,120.696203
23.602310,120.697458
23.604538,120.706065
23.605165,120.706469
23.605682,120.706630
23.602200,120.705501
23.602345,120.705259
23.602345,120.705259
23.602225,120.705070
23.602443,120.705028
23.602704,120.707063
23.603221,120.707659
23.603159,120.708197
23.603280,120.708665
23.603280,120.708665
23.603287,120.709105
23.602937,120.708373
23.602368,120.707907
23.601658,120.708141
23.602074,120.708320
23.602447,120.708585
23.602656,120.709091
23.602946,120.709137
23.602941,120.707056
23.602941,120.707056
23.603404,120.707332
23.603529,120.708212
23.604844,120.708152
23.605605,120.709060
23.605568,120.709291
23.605459,120.709643
23.606094,120.710129
23.606001,120.710371
23.605362,120.708258
23.605494,120.708202
23.605707,120.708801
23.606030,120.708444
23.605880,120.708230
23.606396,120.708900
23.606114,120.709130
23.606507,120.708913
23.606862,120.708839
23.606909,120.708937
23.607835,120.709551
23.607958,120.709662
23.608031,120.709994
23.608288,120.709816
23.608690,120.709788
23.609643,120.709480
23.610032,120.709635
23.608811,120.711022
23.608451,120.711638
23.608413,120.711791
23.609054,120.712092
23.608965,120.711840
23.607632,120.710057
23.602756,120.691955
23.606634,120.689113
23.606865,120.688985
23.607166,120.688900
23.606399,120.689213
23.606704,120.688883
23.607031,120.688755
23.605072,120.677038
23.605873,120.680089
23.605943,120.680476
23.606129,120.679992
23.606556,120.680592
23.607059,120.680587
23.607538,120.680504
23.605878,120.679760
23.578144,120.709090
23.577898,120.708920
23.577678,120.708682
23.577116,120.708399
23.576767,120.708334
23.576562,120.708362
23.576344,120.708149
23.577652,120.708046
23.577282,120.707948
23.577302,120.707984
23.580234,120.708134
23.580173,120.708056
23.581296,120.709966
23.581315,120.709817
23.582756,120.708081
23.582991,120.708469
23.582785,120.708289
23.583261,120.708730
23.582575,120.707758
23.589596,120.695384
23.589550,120.695600
23.589519,120.695656
23.608563,120.711362
23.607649,120.709248
23.607550,120.709772
23.607088,120.708997
23.592844,120.694676
23.593176,120.694939
23.593589,120.694889
23.593755,120.694789
23.594007,120.694808
23.594194,120.695088
23.590572,120.691552
23.6022630,120.708047
23.602815,120.708220
23.605788,120.679463
23.607540,120.680314
23.606372,120.680846
23.595598,120.676936
23.595420,120.677303
23.595975,120.677308
23.596874,120.678554
23.596624,120.677759
23.596835,120.678195
23.584987,120.696502
23.584627,120.696795
23.584781,120.697297
23.585025,120.697548
23.582473,120.725579
23.582693,120.725522
23.582944,120.725719
23.605691,120.712256
23.622557,120.720045
23.622772,120.720043
23.605348,120.708032
23.589452,120.690741
23.589221,120.691955
23.606747,120.708614
23.610441,120.707960
23.610497,120.708244
23.610778,120.708109
23.605910,120.708228
23.668922,120.578860
23.669274,120.578828
23.669582,120.578634
23.669951,120.578622
23.670164,120.578906
23.670394,120.579232
23.670702,120.579473
23.671022,120.579713
23.671290,120.579974
23.671512,120.580223
23.671806,120.580677
23.672025,120.580850
23.672203,120.581147
23.672418,120.581487
23.672634,120.581776
23.672890,120.582154
23.673077,120.582419
23.673255,120.582738
23.671474,120.578339
23.671166,120.578028
23.671276,120.577758
23.671676,120.577692
23.672000,120.577415
23.673375,120.576282
23.672638,120.576657
23.672281,120.576857
23.671982,120.577038
23.671645,120.577151
23.671230,120.577483
23.670826,120.577708
23.668762,120.578850
23.612843,120.592895
23.612995,120.592800
23.613009,120.592782
23.613318,120.592718
23.613840,120.592590
23.614161,120.592697
23.614416,120.593012
23.614079,120.593001
23.613897,120.593103
23.614355,120.593428
23.614634,120.593386
23.614484,120.593578
23.614008,120.593825
23.613784,120.593938
23.613600,120.594438
23.614040,120.594526
23.614375,120.694135
23.614674,120.593617
23.614615,120.592987
23.614705,120.593920
23.614526,120.594060
23.614239,120.594331
23.613925,120.594629
23.613769,120.594705
23.614265,120.594101
23.613830,120.594192
23.614130,120.592486
23.611365,120.595575
23.611708,120.594972
23.612031,120.594486
23.612865,120.593944
23.614310,120.592935
23.614674,120.592658
23.613629,120.592618
23.613729,120.595122
23.613489,120.594925
23.613024,120.595235
23.613261,120.595597
23.612933,120.595929
23.613238,120.596248
23.613172,120.596497
23.613130,120.596951
23.613382,120.596636
23.613451,120.596885
23.613669,120.597141
23.613813,120.597736
23.613619,120.596778
23.613607,120.595331
